Position	Name + ID	Name	ID	Roster Position	Salary	Game Info	TeamAbbrev	AvgPointsPerGame
OF	Christian Yelich (43504830)	Christian Yelich	43504830	OF	4700	MIL@STL 07/08/2026 07:45PM ET	MIL	8.03
SS	Zach Neto (43504834)	Zach Neto	43504834	SS	4600	LAA@TEX 07/08/2026 08:05PM ET	LAA	8.81
OF	Brandon Marsh (43504835)	Brandon Marsh	43504835	OF	4600	PHI@CIN 07/08/2026 07:10PM ET	PHI	8.13
1B/OF	Jake Bauers (43504832)	Jake Bauers	43504832	1B/OF	4600	MIL@STL 07/08/2026 07:45PM ET	MIL	8.5
OF	Wilyer Abreu (43504839)	Wilyer Abreu	43504839	OF	4500	BOS@CWS 07/08/2026 07:40PM ET	BOS	7.54
SS	Colson Montgomery (43504840)	Colson Montgomery	43504840	SS	4500	BOS@CWS 07/08/2026 07:40PM ET	CWS	7.90
2B	JJ Wetherholt (43504838)	JJ Wetherholt	43504838	2B	4500	MIL@STL 07/08/2026 07:45PM ET	STL	8.22
1B/OF	Jac Caglianone (43504836)	Jac Caglianone	43504836	1B/OF	4500	KC@NYM 07/08/2026 07:10PM ET	KC	6.89
3B	Bo Bichette (43504841)	Bo Bichette	43504841	3B	4500	KC@NYM 07/08/2026 07:10PM ET	NYM	7
OF	Roman Anthony (43505047)	Roman Anthony	43505047	OF	4400	BOS@CWS 07/08/2026 07:40PM ET	BOS	6.1
OF	Teoscar Hernandez (43504842)	Teoscar Hernandez	43504842	OF	4400	COL@LAD 07/08/2026 10:10PM ET	LAD	7.42
C	William Contreras (43504843)	William Contreras	43504843	C	4400	MIL@STL 07/08/2026 07:45PM ET	MIL	7.59
3B	Manny Machado (43504844)	Manny Machado	43504844	3B	4400	ARI@SD 07/08/2026 10:10PM ET	SD	7.07
1B/OF	Spencer Steer (43504845)	Spencer Steer	43504845	1B/OF	4300	PHI@CIN 07/08/2026 07:10PM ET	CIN	6.91
OF	Ceddanne Rafaela (43504848)	Ceddanne Rafaela	43504848	OF	4300	BOS@CWS 07/08/2026 07:40PM ET	BOS	7.58
OF	Sam Antonacci (43504849)	Sam Antonacci	43504849	OF	4300	BOS@CWS 07/08/2026 07:40PM ET	CWS	7.90
2B	Travis Bazzana (43504847)	Travis Bazzana	43504847	2B	4300	CLE@MIN 07/08/2026 07:40PM ET	CLE	7.95
SS	Francisco Lindor (43504850)	Francisco Lindor	43504850	SS	4300	KC@NYM 07/08/2026 07:10PM ET	NYM	6.8
OF	Jarren Duran (43504853)	Jarren Duran	43504853	OF	4200	BOS@CWS 07/08/2026 07:40PM ET	BOS	7.44
OF	Trevor Larnach (43504856)	Trevor Larnach	43504856	OF	4200	CLE@MIN 07/08/2026 07:40PM ET	MIN	6.76
OF	Troy Johnston (43504851)	Troy Johnston	43504851	OF	4200	COL@LAD 07/08/2026 10:10PM ET	COL	6.53
2B/OF	Tommy Edman (43504854)	Tommy Edman	43504854	2B/OF	4200	COL@LAD 07/08/2026 10:10PM ET	LAD	7.22
OF	Jackson Merrill (43504852)	Jackson Merrill	43504852	OF	4200	ARI@SD 07/08/2026 10:10PM ET	SD	7.07
3B/SS	Maikel Garcia (43505048)	Maikel Garcia	43505048	3B/SS	4200	KC@NYM 07/08/2026 07:10PM ET	KC	6.84
3B	Josh Jung (43504857)	Josh Jung	43504857	3B	4100	LAA@TEX 07/08/2026 08:05PM ET	TEX	7.45
2B	Bryson Stott (43504860)	Bryson Stott	43504860	2B	4100	PHI@CIN 07/08/2026 07:10PM ET	PHI	7.07
OF	Jake McCarthy (43504858)	Jake McCarthy	43504858	OF	4100	COL@LAD 07/08/2026 10:10PM ET	COL	8.26
1B	Alec Burleson (43504859)	Alec Burleson	43504859	1B	4100	MIL@STL 07/08/2026 07:45PM ET	STL	8.16
1B	Jake Burger (43504866)	Jake Burger	43504866	1B	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	7.22
OF	Wyatt Langford (43505051)	Wyatt Langford	43505051	OF	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	8.88
RP	Tayler Saucedo (43505380)	Tayler Saucedo	43505380	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	1.98
RP	Luis Curvelo (43505394)	Luis Curvelo	43505394	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	0.39
RP	Ryan Zeferjahn (43505397)	Ryan Zeferjahn	43505397	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	4.23
RP	Jose Fermin (43505411)	Jose Fermin	43505411	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.40
RP	Chris Martin (43505419)	Chris Martin	43505419	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	0.95
RP	Jalen Beeks (43505421)	Jalen Beeks	43505421	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.24
RP	Samy Natera Jr. (43505428)	Samy Natera Jr.	43505428	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.71
RP	Tyler Alexander (43505436)	Tyler Alexander	43505436	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.74
RP	Jakob Junis (43505442)	Jakob Junis	43505442	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.97
RP	Ben Peoples (43505444)	Ben Peoples	43505444	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	5.3
RP	Robert Garcia (43505454)	Robert Garcia	43505454	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	1.87
RP	Kirby Yates (43505458)	Kirby Yates	43505458	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.47
RP	Brent Suter (43505461)	Brent Suter	43505461	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.45
RP	Peyton Gray (43505470)	Peyton Gray	43505470	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	4.74
RP	Hunter Strickland (43505471)	Hunter Strickland	43505471	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
RP	Gavin Collyer (43505472)	Gavin Collyer	43505472	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.68
RP	Robert Stephenson (43505479)	Robert Stephenson	43505479	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
RP	Cole Winn (43505489)	Cole Winn	43505489	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.28
RP	Angel Perdomo (43505497)	Angel Perdomo	43505497	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
RP	Sam Bachman (43505503)	Sam Bachman	43505503	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.03
RP	Carter Baumler (43505532)	Carter Baumler	43505532	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	3.54
RP	Robby Ahlstrom (43505543)	Robby Ahlstrom	43505543	P	4000	LAA@TEX 07/08/2026 08:05PM ET	TEX	1.63
RP	Brett Kerry (43505559)	Brett Kerry	43505559	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	6.6
RP	Ben Joyce (43505561)	Ben Joyce	43505561	P	4000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
OF	JJ Bleday (43504861)	JJ Bleday	43504861	OF	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	8.05
SP	Julian Aguiar (43505363)	Julian Aguiar	43505363	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0
RP	Yunior Marte (43505376)	Yunior Marte	43505376	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	-8.25
RP	Caleb Ferguson (43505387)	Caleb Ferguson	43505387	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	3.08
RP	Lou Trivino (43505391)	Lou Trivino	43505391	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	-0.66
RP	Jose Alvarado (43505395)	Jose Alvarado	43505395	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	2.46
RP	Jonathan Bowlan (43505400)	Jonathan Bowlan	43505400	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	3.42
RP	Jhoan Duran (43505412)	Jhoan Duran	43505412	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	4.42
RP	Emilio Pagan (43505413)	Emilio Pagan	43505413	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	1.85
RP	Pierce Johnson (43505414)	Pierce Johnson	43505414	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	2.49
RP	Chase Shugart (43505415)	Chase Shugart	43505415	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	3.23
RP	Brad Keller (43505429)	Brad Keller	43505429	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	2.72
RP	Zach McCambley (43505433)	Zach McCambley	43505433	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	1.14
RP	Kyle Backhus (43505440)	Kyle Backhus	43505440	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	1.94
RP	Grant Holman (43505480)	Grant Holman	43505480	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	0
RP	Nolan Hoffman (43505485)	Nolan Hoffman	43505485	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	1.7
RP	Andrew Chafin (43505494)	Andrew Chafin	43505494	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0
RP	Julian Garcia (43505496)	Julian Garcia	43505496	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	5.03
RP	Luis Mey (43505508)	Luis Mey	43505508	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	3.07
RP	Max Lazar (43505509)	Max Lazar	43505509	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	3.73
RP	Tanner Banks (43505513)	Tanner Banks	43505513	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	2.15
RP	Tejay Antone (43505526)	Tejay Antone	43505526	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	3.11
RP	Graham Ashcraft (43505528)	Graham Ashcraft	43505528	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	3.42
RP	Brock Burke (43505530)	Brock Burke	43505530	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	2.65
RP	Tim Mayza (43505534)	Tim Mayza	43505534	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	3.67
RP	Zach Maxwell (43505540)	Zach Maxwell	43505540	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0.41
RP	Orion Kerkering (43505547)	Orion Kerkering	43505547	P	4000	PHI@CIN 07/08/2026 07:10PM ET	PHI	3.74
RP	Sam Moll (43505560)	Sam Moll	43505560	P	4000	PHI@CIN 07/08/2026 07:10PM ET	CIN	2.48
SP	Tanner McDougal (43505347)	Tanner McDougal	43505347	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	0
RP	Prelander Berroa (43505364)	Prelander Berroa	43505364	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	0
SP	Ky Bush (43505375)	Ky Bush	43505375	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	0
SP	Drew Thorpe (43505377)	Drew Thorpe	43505377	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	0
RP	Brandon Eisert (43505385)	Brandon Eisert	43505385	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	3.08
RP	Tyron Guerrero (43505393)	Tyron Guerrero	43505393	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	3.57
RP	Duncan Davitt (43505407)	Duncan Davitt	43505407	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	1.65
RP	Danny Coulombe (43505422)	Danny Coulombe	43505422	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	0.87
RP	Bryan Hudson (43505425)	Bryan Hudson	43505425	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	3.02
RP	Jordan Leasure (43505427)	Jordan Leasure	43505427	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.57
RP	Sean Newcomb (43505432)	Sean Newcomb	43505432	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	4.52
RP	Tyler Schweitzer (43505443)	Tyler Schweitzer	43505443	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.16
RP	Tyler Gilbert (43505446)	Tyler Gilbert	43505446	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	-1.59
RP	Alec Gamboa (43505465)	Alec Gamboa	43505465	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	2.76
RP	Tyler Uberstine (43505467)	Tyler Uberstine	43505467	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	5.6
RP	Tyler Davis (43505468)	Tyler Davis	43505468	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.69
RP	Jovani Moran (43505469)	Jovani Moran	43505469	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	5.37
RP	Zack Kelly (43505475)	Zack Kelly	43505475	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	2.21
RP	Chris Murphy (43505483)	Chris Murphy	43505483	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.61
RP	Garrett Whitlock (43505495)	Garrett Whitlock	43505495	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	3.81
RP	Jordan Hicks (43505515)	Jordan Hicks	43505515	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.10
RP	Ryan Watson (43505517)	Ryan Watson	43505517	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	3.18
RP	Greg Weissert (43505519)	Greg Weissert	43505519	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	2.54
RP	Tyler Samaniego (43505520)	Tyler Samaniego	43505520	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	2.43
RP	Joe La Sorsa (43505531)	Joe La Sorsa	43505531	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	0.15
RP	Justin Slaten (43505549)	Justin Slaten	43505549	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	2.45
RP	Seranthony Dominguez (43505550)	Seranthony Dominguez	43505550	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.88
RP	Wikelman Gonzalez (43505569)	Wikelman Gonzalez	43505569	P	4000	BOS@CWS 07/08/2026 07:40PM ET	CWS	0
RP	Aroldis Chapman (43505572)	Aroldis Chapman	43505572	P	4000	BOS@CWS 07/08/2026 07:40PM ET	BOS	3.39
SP	Austin Peterson (43505356)	Austin Peterson	43505356	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	0
RP	Woo Suk Go (43505358)	Woo Suk Go	43505358	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	0
RP	Drew Smith (43505365)	Drew Smith	43505365	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	0
RP	Pedro Avila (43505368)	Pedro Avila	43505368	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	0
RP	Yorman Gomez (43505374)	Yorman Gomez	43505374	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	0
RP	Erik Sabrowski (43505382)	Erik Sabrowski	43505382	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	3.93
RP	Andrew Walters (43505386)	Andrew Walters	43505386	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	0
RP	Hunter Gaddis (43505398)	Hunter Gaddis	43505398	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	2.31
RP	Taylor Rogers (43505399)	Taylor Rogers	43505399	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	1.83
RP	Eric Orze (43505409)	Eric Orze	43505409	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	2.41
RP	Matt Festa (43505426)	Matt Festa	43505426	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	2.67
RP	Colin Holderman (43505450)	Colin Holderman	43505450	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.11
RP	Travis Adams (43505459)	Travis Adams	43505459	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	3.68
RP	Kody Funderburk (43505462)	Kody Funderburk	43505462	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	1.55
RP	John Klein (43505473)	John Klein	43505473	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	1.85
RP	Cade Smith (43505477)	Cade Smith	43505477	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.17
RP	Tim Herrin (43505491)	Tim Herrin	43505491	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	1.99
RP	Taylor Rashi (43505521)	Taylor Rashi	43505521	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	3.28
RP	Garrett Acton (43505527)	Garrett Acton	43505527	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	7.05
RP	Shawn Armstrong (43505529)	Shawn Armstrong	43505529	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	2.46
RP	Cody Laweryson (43505554)	Cody Laweryson	43505554	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	2.97
RP	Cole Sands (43505556)	Cole Sands	43505556	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	2.55
RP	Codi Heuer (43505557)	Codi Heuer	43505557	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	1.49
RP	Franco Aleman (43505562)	Franco Aleman	43505562	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	2.78
RP	Will Dion (43505563)	Will Dion	43505563	P	4000	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.05
RP	Anthony Banda (43505567)	Anthony Banda	43505567	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	2.18
RP	Andrew Morris (43505573)	Andrew Morris	43505573	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	3.87
RP	Justin Topa (43505578)	Justin Topa	43505578	P	4000	CLE@MIN 07/08/2026 07:40PM ET	MIN	0.41
2B/SS	Willi Castro (43504862)	Willi Castro	43504862	2B/SS	4000	COL@LAD 07/08/2026 10:10PM ET	COL	6.80
C	Dalton Rushing (43504864)	Dalton Rushing	43504864	C	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	6.76
C	Will Smith (43505052)	Will Smith	43505052	C	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	6.21
RP	Jake Cousins (43505351)	Jake Cousins	43505351	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
RP	Eiberson Castellano (43505352)	Eiberson Castellano	43505352	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	7.75
RP	RJ Petit (43505353)	RJ Petit	43505353	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	0
RP	Jefry Yan (43505355)	Jefry Yan	43505355	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	0
RP	Brusdar Graterol (43505362)	Brusdar Graterol	43505362	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
SP	Nick Frasso (43505372)	Nick Frasso	43505372	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
RP	Ronan Kopp (43505373)	Ronan Kopp	43505373	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
RP	Blas Castano (43505378)	Blas Castano	43505378	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	4.85
SP	McCade Brown (43505379)	McCade Brown	43505379	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	0
RP	Jordan Weems (43505381)	Jordan Weems	43505381	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
RP	Jimmy Herget (43505383)	Jimmy Herget	43505383	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	2.72
RP	Welinton Herrera (43505390)	Welinton Herrera	43505390	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	2.48
RP	Will Klein (43505396)	Will Klein	43505396	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	4.05
RP	Seth Halvorsen (43505402)	Seth Halvorsen	43505402	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	1.64
RP	Ben Casparius (43505408)	Ben Casparius	43505408	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0.5
RP	Jordan Romano (43505416)	Jordan Romano	43505416	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	1.97
RP	Edgardo Henriquez (43505430)	Edgardo Henriquez	43505430	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	3.62
RP	Gabriel Hughes (43505452)	Gabriel Hughes	43505452	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	6.95
RP	Juan Mejia (43505453)	Juan Mejia	43505453	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	2.59
RP	Jeff Criswell (43505456)	Jeff Criswell	43505456	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	3.35
RP	Alex Vesia (43505474)	Alex Vesia	43505474	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	2.94
RP	Jake Eder (43505481)	Jake Eder	43505481	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	2.65
RP	Carlos Duran (43505488)	Carlos Duran	43505488	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
RP	Brock Stewart (43505490)	Brock Stewart	43505490	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	3.13
RP	Evan Phillips (43505499)	Evan Phillips	43505499	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	5.65
RP	Brennan Bernardino (43505504)	Brennan Bernardino	43505504	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	2.09
RP	Victor Vodnik (43505510)	Victor Vodnik	43505510	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	1.78
RP	Charlie Barnes (43505512)	Charlie Barnes	43505512	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	0.15
RP	Edwin Diaz (43505522)	Edwin Diaz	43505522	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	2.07
RP	TJ Shook (43505524)	TJ Shook	43505524	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	2.62
RP	Tanner Scott (43505539)	Tanner Scott	43505539	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	3.59
RP	Wyatt Mills (43505541)	Wyatt Mills	43505541	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	1.03
RP	Jack Dreyer (43505544)	Jack Dreyer	43505544	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	3.60
RP	Paul Gervase (43505564)	Paul Gervase	43505564	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	5.51
RP	Kyle Hurt (43505565)	Kyle Hurt	43505565	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	3.17
RP	Jaden Hill (43505575)	Jaden Hill	43505575	P	4000	COL@LAD 07/08/2026 10:10PM ET	COL	1.81
RP	Blake Treinen (43505579)	Blake Treinen	43505579	P	4000	COL@LAD 07/08/2026 10:10PM ET	LAD	2.78
RP	Cooper Hjerpe (43505359)	Cooper Hjerpe	43505359	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	0
RP	Craig Yoho (43505389)	Craig Yoho	43505389	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	4.24
RP	Abner Uribe (43505406)	Abner Uribe	43505406	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	3.36
RP	Ryne Stanek (43505418)	Ryne Stanek	43505418	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.4
RP	Trevor Megill (43505420)	Trevor Megill	43505420	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	3.66
RP	Matt Svanson (43505423)	Matt Svanson	43505423	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.21
RP	Jared Koenig (43505424)	Jared Koenig	43505424	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	2.64
RP	Justin Bruihl (43505431)	Justin Bruihl	43505431	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.08
RP	Ryan Fernandez (43505434)	Ryan Fernandez	43505434	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	5.02
RP	Garrett Stallings (43505437)	Garrett Stallings	43505437	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	3.05
RP	Brian Fitzpatrick (43505448)	Brian Fitzpatrick	43505448	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	3.4
SP	Riley O'Brien (43505484)	Riley O'Brien	43505484	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.92
RP	George Soriano (43505486)	George Soriano	43505486	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.76
RP	Gordon Graceffo (43505492)	Gordon Graceffo	43505492	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.74
RP	Aaron Ashby (43505500)	Aaron Ashby	43505500	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	5.21
RP	Grant Anderson (43505502)	Grant Anderson	43505502	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	2.86
RP	Drew Rom (43505514)	Drew Rom	43505514	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	5.75
RP	Easton McGee (43505546)	Easton McGee	43505546	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	2.65
RP	JoJo Romero (43505552)	JoJo Romero	43505552	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	2.55
RP	Angel Zerpa (43505558)	Angel Zerpa	43505558	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	1.11
RP	Joel Kuhnel (43505571)	Joel Kuhnel	43505571	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	1.63
RP	Carlos Rodriguez (43505574)	Carlos Rodriguez	43505574	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	5.15
RP	Max Rajcic (43505576)	Max Rajcic	43505576	P	4000	MIL@STL 07/08/2026 07:45PM ET	STL	3.18
RP	Rob Zastryzny (43505577)	Rob Zastryzny	43505577	P	4000	MIL@STL 07/08/2026 07:45PM ET	MIL	0
RP	Garrett Hawkins (43505349)	Garrett Hawkins	43505349	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	0
SP	Miguel Mendez (43505357)	Miguel Mendez	43505357	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	0
RP	Blake Walston (43505366)	Blake Walston	43505366	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	0
RP	Wandy Peralta (43505384)	Wandy Peralta	43505384	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	2.71
RP	Philip Abner (43505388)	Philip Abner	43505388	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	0.55
RP	Drey Jameson (43505401)	Drey Jameson	43505401	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	3.36
RP	Brandyn Garcia (43505403)	Brandyn Garcia	43505403	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	2.78
RP	David Morgan (43505417)	David Morgan	43505417	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	3.46
RP	Juan Morillo (43505435)	Juan Morillo	43505435	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	3.38
RP	Kevin Ginkel (43505439)	Kevin Ginkel	43505439	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	3.11
RP	Jason Adam (43505449)	Jason Adam	43505449	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	2.30
RP	Ryan Thompson (43505451)	Ryan Thompson	43505451	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	2.47
RP	Bradgley Rodriguez (43505457)	Bradgley Rodriguez	43505457	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	3.27
